region_name,region_population,avg_rainfall_mm,soil_quality_index,temperature_celsius,major_crop_type,crop_area_hectares,crop_yield_tonne,fertilizer_demand_kg,pesticide_demand_litre,seed_demand_kg,irrigation_need_index,market_price_index,agri_infrastructure_score,subsidy_level
Delhi - Central District 4369,12401,711.6,28.9,28.8,Maize,30.0,93.01,4686.1,70.51,633.7,73.3,101.6,61.8,30.2
Telangana - Urban District 4370,48702,451.1,56.6,23.3,Rice,79.1,398.78,10047.2,168.22,2913.9,74.4,107.8,63.7,9.8
Kerala - Plateau District 4371,9191,1194.2,68.8,29.4,Wheat,30.0,183.27,2845.4,48.62,1469.4,61.0,117.0,33.6,33.4
Punjab - East District 4372,24371,1063.9,78.0,20.7,Wheat,34.2,180.41,3201.8,56.9,1649.2,61.3,112.3,49.6,39.5
Meghalaya - West District 4373,43009,807.2,54.8,23.0,Rice,43.5,189.43,5000.2,55.43,1630.6,75.6,93.5,39.0,20.7
Delhi - Urban District 4374,54688,1154.1,70.5,31.1,Rice,82.4,405.24,9433.6,165.64,3309.0,55.1,109.3,66.7,0.0
Himachal Pradesh - Valley District 4375,5881,716.9,44.2,27.6,Rice,30.0,97.62,4007.6,58.67,1101.4,81.0,95.7,50.0,55.4
Punjab - Valley District 4376,16213,1274.4,51.7,31.8,Pulses,30.0,55.71,1352.7,21.82,878.6,62.6,116.9,60.3,32.6
Maharashtra - Delta District 4377,19908,1061.8,66.1,20.5,Maize,30.0,190.06,3339.8,100.03,582.5,73.5,96.1,38.3,41.8
West Bengal - West District 4378,28920,841.1,31.8,23.7,Maize,40.9,195.97,5310.0,90.51,762.7,85.2,104.9,59.0,15.8
Punjab - South District 4379,41412,1232.8,64.7,24.1,Maize,75.0,550.5,8357.7,215.76,1432.2,44.7,123.3,48.6,11.0
Karnataka - Delta District 4380,48709,1056.3,44.2,27.9,Rice,83.1,401.61,10829.8,166.93,3512.2,68.1,124.8,36.7,12.9
Odisha - Coastal District 4381,20102,758.2,57.3,31.2,Rice,33.4,141.63,4523.3,60.53,1389.3,75.2,92.6,46.9,40.3
Arunachal Pradesh - Delta District 4382,15000,1543.2,52.7,24.6,Rice,32.8,258.49,4966.3,86.46,1418.4,41.2,113.8,41.6,16.5
Assam - South District 4383,11862,975.8,55.1,27.3,Rice,30.0,173.22,3626.3,60.25,1160.6,75.2,102.7,57.2,22.2
Rajasthan - Hills District 4384,17243,1148.3,41.2,30.9,Wheat,30.0,147.92,3449.1,44.0,1411.3,62.1,104.4,45.9,39.6
Sikkim - Hills District 4385,34113,1128.4,39.9,32.8,Rice,36.4,243.95,4979.8,83.04,1468.3,58.4,89.9,73.2,42.3
Karnataka - South District 4386,14780,1617.4,59.7,27.7,Maize,30.0,274.65,3516.3,114.79,595.6,50.3,97.6,49.4,60.1
Madhya Pradesh - Valley District 4387,21714,772.5,85.5,25.9,Wheat,33.8,166.99,2897.4,57.28,1558.8,61.5,75.2,53.8,44.4
Tripura - West District 4388,11438,1218.3,76.3,27.8,Rice,30.0,187.74,3563.9,47.92,1340.0,58.5,121.0,36.2,59.7
Tripura - East District 4389,17113,1323.8,51.6,30.0,Maize,34.1,223.91,3715.8,89.08,706.2,54.6,105.6,36.5,39.3
Uttar Pradesh - Urban District 4390,14961,1341.1,60.2,22.5,Rice,30.0,211.32,4172.8,74.91,1169.4,29.4,91.9,25.3,18.5
Madhya Pradesh - Hills District 4391,43235,752.1,42.7,25.3,Rice,80.4,317.86,11261.8,195.02,3425.8,72.0,87.7,38.5,36.0
Telangana - West District 4392,11898,743.0,24.2,27.6,Rice,30.0,123.21,4733.6,61.2,1156.5,76.5,101.7,39.1,48.8
Bihar - Plateau District 4393,101912,1512.5,38.3,26.5,Pulses,118.8,208.66,5817.1,75.29,3636.6,57.2,113.4,78.3,0.0
Rajasthan - Urban District 4394,3214,1211.7,70.9,21.7,Wheat,30.0,206.31,2961.0,62.82,1353.2,55.6,100.7,42.2,55.1
Meghalaya - Plains District 4395,88650,798.3,60.7,30.7,Rice,88.1,495.71,12811.8,163.68,2940.0,74.0,107.5,52.9,0.0
Goa - Hills District 4396,14563,1582.1,32.0,27.6,Rice,36.2,251.53,5794.5,97.87,1442.4,53.4,103.7,43.7,44.2
Andhra Pradesh - West District 4397,38613,1175.2,80.8,18.7,Maize,43.7,299.52,4284.0,102.67,841.1,49.7,110.6,74.3,24.9
Karnataka - East District 4398,43728,840.6,40.7,24.6,Maize,114.7,665.81,14535.7,302.35,2502.0,62.4,120.7,59.8,12.1
Meghalaya - Plateau District 4399,51587,397.2,47.4,29.3,Rice,64.9,237.4,8129.3,113.3,2818.2,87.4,102.5,31.9,11.6
Gujarat - Coastal District 4400,26685,873.6,47.9,29.1,Maize,30.0,128.08,4384.1,65.16,629.7,79.5,108.0,48.6,35.1
Nagaland - West District 4401,42229,930.3,67.0,30.6,Pulses,83.6,200.06,3895.3,55.78,2568.6,76.2,105.8,45.0,23.4
Nagaland - South District 4402,61797,786.5,73.9,25.6,Pulses,86.3,114.5,3160.4,59.41,2555.9,65.9,116.5,46.7,0.0
Andhra Pradesh - East District 4403,19273,1300.4,71.2,25.3,Maize,30.0,260.97,3727.7,105.43,589.7,49.0,95.9,50.5,21.5
Ladakh - West District 4404,46276,1227.5,36.3,19.2,Wheat,62.0,287.88,7503.9,101.37,2893.8,45.7,102.1,33.1,11.7
Uttarakhand - Delta District 4405,34782,1437.4,50.8,22.9,Wheat,43.7,159.73,4458.0,49.47,2481.6,54.4,114.4,55.6,21.6
Uttar Pradesh - West District 4406,51738,1140.2,65.6,27.5,Wheat,59.5,284.02,5520.1,89.22,2865.8,38.0,120.1,59.2,8.6
Tripura - Valley District 4407,101856,1439.6,50.3,29.3,Pulses,67.3,222.13,2749.6,52.68,1861.5,56.1,97.1,63.6,0.0
Madhya Pradesh - West District 4408,34595,1216.5,69.9,25.4,Maize,45.7,287.73,4987.1,116.62,900.2,74.7,94.9,61.0,31.7
Maharashtra - Plateau District 4409,40121,1192.2,78.0,23.2,Wheat,52.4,340.0,5041.6,116.98,2585.8,55.1,114.7,49.3,0.0
Assam - South District 4410,59845,945.4,88.2,23.3,Maize,116.2,956.11,10917.6,384.45,2234.1,57.8,105.0,56.0,0.0
Madhya Pradesh - Coastal District 4411,59129,963.7,60.2,30.7,Maize,69.3,456.76,9207.3,211.3,1384.2,65.0,92.6,56.6,11.0
Bihar - Urban District 4412,18171,1078.6,65.0,31.3,Rice,30.0,171.47,3496.0,54.37,1206.4,50.3,96.6,57.6,31.1
Nagaland - North District 4413,54809,1440.8,53.2,23.4,Maize,85.6,664.57,9130.8,199.64,1610.7,44.4,91.6,44.9,1.2
Himachal Pradesh - South District 4414,11500,1320.5,35.4,19.2,Wheat,30.0,174.2,3439.4,50.6,1420.6,53.4,108.7,59.7,45.4
Bihar - West District 4415,26479,1057.2,61.5,32.3,Rice,43.8,223.75,6153.8,66.68,1756.3,67.7,97.6,50.6,22.9
Goa - Plains District 4416,52366,1074.7,65.4,26.3,Maize,81.8,423.26,8575.9,254.33,1611.5,74.4,103.4,87.3,0.0
Puducherry - East District 4417,55515,709.8,50.8,23.8,Maize,111.6,575.77,13188.0,308.25,2086.9,77.0,120.6,61.4,0.0
Karnataka - Coastal District 4418,5131,1118.6,86.5,23.1,Rice,30.0,184.84,3375.0,56.06,1206.3,54.2,108.8,48.5,47.7
Andhra Pradesh - Delta District 4419,84540,1033.4,89.3,33.7,Wheat,139.2,783.87,13313.3,231.83,6799.5,50.7,116.5,52.6,0.0
Meghalaya - Delta District 4420,16295,999.2,59.6,30.0,Rice,30.0,169.12,4428.7,73.45,1214.1,53.3,100.3,67.7,51.4
Meghalaya - Hills District 4421,19311,478.0,45.9,26.5,Rice,30.0,67.64,4461.1,49.43,1224.9,85.5,110.8,50.5,27.4
Karnataka - West District 4422,75038,1069.1,59.5,34.5,Wheat,96.3,564.02,10222.8,126.25,4761.1,65.7,113.2,38.1,0.0
Karnataka - Coastal District 4423,31401,1049.0,31.8,26.8,Wheat,33.0,89.13,4007.8,47.91,1617.0,66.1,108.7,46.1,24.5
Andhra Pradesh - Urban District 4424,23597,1386.2,29.0,27.7,Wheat,58.9,187.19,7313.3,73.57,3269.1,53.0,101.9,51.5,35.5
Arunachal Pradesh - East District 4425,6251,1249.5,63.9,26.5,Rice,30.0,153.63,4144.7,56.21,1215.1,66.1,86.6,70.4,53.2
Bihar - Hills District 4426,35978,916.1,72.9,28.8,Wheat,69.9,223.96,7386.7,93.1,3237.2,69.3,110.8,22.5,12.6
Jammu & Kashmir - Rural District 4427,7664,704.6,68.6,31.6,Rice,30.0,90.94,4439.7,52.6,1172.4,88.6,123.4,19.4,40.1
Nagaland - Hills District 4428,11815,1137.1,47.6,25.1,Maize,30.0,236.5,3762.2,97.97,655.4,59.5,112.7,19.5,59.6
Sikkim - West District 4429,16555,1103.5,60.5,27.2,Rice,30.0,155.63,3813.5,60.34,1217.2,63.9,102.8,51.6,44.0
Arunachal Pradesh - Valley District 4430,48195,748.1,48.2,33.7,Wheat,30.0,111.18,3167.4,44.83,1441.5,71.7,95.8,63.4,10.3
Delhi - Delta District 4431,17945,1756.0,92.7,21.5,Wheat,30.0,257.78,2221.4,62.82,1581.4,36.8,92.3,60.8,20.0
Tripura - Plains District 4432,47926,1049.3,31.1,27.8,Maize,49.9,353.23,7063.9,140.01,1012.6,53.4,106.8,55.8,26.8
Jammu & Kashmir - Plateau District 4433,189660,522.7,37.3,23.8,Rice,249.7,595.27,36686.9,383.38,9922.5,70.3,115.2,94.3,0.0
Ladakh - Valley District 4434,35675,442.6,39.2,22.4,Maize,50.3,156.22,6906.5,131.79,1105.1,67.2,99.5,47.3,15.9
Karnataka - Rural District 4435,16375,507.8,43.8,36.2,Rice,30.0,77.42,4315.9,52.07,1230.6,74.2,87.7,72.9,22.7
Goa - Delta District 4436,4093,870.6,39.3,27.4,Rice,30.0,116.79,4402.4,50.86,1168.4,60.2,107.3,65.1,58.9
Assam - Hills District 4437,30547,1389.1,53.8,27.2,Rice,52.5,352.39,6886.4,126.71,2003.7,49.2,99.5,50.6,32.7
Tamil Nadu - Delta District 4438,23065,1168.9,90.3,29.3,Wheat,30.0,205.13,2657.5,47.04,1582.6,56.1,108.4,44.4,9.7
Karnataka - South District 4439,22515,391.8,48.5,30.6,Rice,35.5,49.35,4741.7,52.92,1305.1,100.0,118.7,60.9,37.2
Andhra Pradesh - Urban District 4440,54915,619.3,66.3,28.9,Maize,102.9,485.95,11615.4,227.33,2122.7,80.0,122.7,61.9,0.0
Manipur - Hills District 4441,98297,875.9,61.1,28.7,Pulses,150.9,277.4,7220.6,101.79,4200.1,61.2,107.6,80.2,0.0
Sikkim - Rural District 4442,19883,965.8,58.2,32.1,Pulses,30.0,50.14,1395.5,20.56,1106.3,73.3,117.0,52.8,22.8
Himachal Pradesh - Urban District 4443,11047,1251.3,77.7,26.2,Maize,30.0,217.19,3360.1,79.86,584.9,49.4,105.6,52.6,40.1
West Bengal - Plateau District 4444,36135,1353.7,46.2,19.8,Pulses,84.4,75.85,4022.6,56.25,2577.0,52.9,113.2,29.7,27.5
Uttar Pradesh - Rural District 4445,21215,1730.6,65.6,19.7,Maize,35.7,357.97,3771.9,145.64,730.9,24.9,95.0,54.3,33.3
Puducherry - Coastal District 4446,20647,1104.6,34.4,27.9,Rice,32.9,161.31,5219.7,76.54,1208.2,61.3,103.8,63.3,16.6
Madhya Pradesh - Central District 4447,39625,939.9,89.3,30.6,Pulses,59.6,105.24,1939.4,45.75,1889.2,70.3,92.7,39.9,20.6
Rajasthan - Plains District 4448,33119,683.0,89.2,31.1,Pulses,53.5,98.91,2109.3,28.63,1576.7,64.5,105.4,48.1,0.0
Uttar Pradesh - Rural District 4449,77836,963.5,56.2,26.7,Rice,112.2,578.86,13834.1,245.22,4225.9,52.0,112.7,71.9,0.0
Sikkim - East District 4450,54159,1451.4,67.0,28.6,Pulses,52.1,147.26,2159.9,33.97,1591.4,56.0,116.9,60.8,1.0
Tripura - Plains District 4451,12170,1346.7,79.6,33.1,Rice,30.0,220.0,3076.9,77.24,1168.0,62.9,105.6,36.0,34.1
Uttar Pradesh - Coastal District 4452,34012,1200.6,69.2,23.0,Rice,61.8,461.02,6858.2,176.62,2352.5,75.7,98.8,57.0,14.1
Andhra Pradesh - South District 4453,71262,1438.4,26.3,30.9,Rice,111.8,767.61,17827.7,298.77,4633.9,47.6,107.1,67.1,0.0
Nagaland - East District 4454,6782,1837.8,48.1,26.5,Wheat,30.0,188.24,3183.5,55.77,1506.4,37.5,112.9,63.8,56.9
Rajasthan - Rural District 4455,6310,556.2,56.3,23.8,Maize,30.0,72.75,3556.2,54.39,607.9,91.6,94.3,36.9,27.7
Odisha - South District 4456,41498,1563.2,43.5,28.2,Rice,73.4,486.3,7538.4,143.29,3002.7,40.1,104.4,56.0,28.2
Assam - Central District 4457,23031,1379.4,72.5,26.2,Rice,35.5,294.09,4709.3,81.26,1357.2,52.7,112.2,36.9,0.3
Goa - Delta District 4458,39801,1455.3,55.7,26.2,Wheat,84.1,501.7,8794.1,158.03,4164.1,42.9,98.1,42.3,24.0
Sikkim - Plains District 4459,33165,602.3,42.1,35.4,Wheat,30.0,91.55,4057.4,39.96,1558.9,82.1,105.3,71.8,24.6
West Bengal - Urban District 4460,20813,843.1,68.1,22.3,Rice,35.6,216.1,4312.6,70.72,1378.0,65.1,112.8,32.5,34.3
Haryana - North District 4461,48544,1118.7,40.4,34.3,Rice,52.6,256.21,7790.1,108.45,2224.0,70.7,104.5,49.2,20.9
Punjab - Central District 4462,33623,1686.7,60.4,27.1,Wheat,37.6,268.37,3303.9,56.96,1558.6,37.0,102.9,39.5,24.2
Haryana - Hills District 4463,37943,335.7,65.1,26.1,Wheat,57.1,92.36,5771.6,64.98,2732.9,98.1,115.3,59.4,25.7
Uttar Pradesh - Urban District 4464,22076,941.4,64.9,32.0,Rice,40.4,206.48,5373.6,90.62,1608.8,59.9,103.8,49.0,21.2
Meghalaya - Plains District 4465,10755,1227.3,80.1,26.1,Rice,30.0,249.86,3328.7,52.4,1146.9,60.2,95.6,44.0,32.3
Assam - Rural District 4466,600000,419.9,79.6,23.9,Wheat,667.6,1850.3,65799.5,553.61,39523.4,91.5,109.0,100.0,0.0
Ladakh - West District 4467,34168,1050.6,27.7,27.6,Wheat,41.1,188.81,4901.3,61.58,2086.1,55.3,108.4,46.4,18.9
Sikkim - North District 4468,8477,1419.0,46.7,22.0,Maize,30.0,220.68,3727.4,92.5,641.7,69.1,97.3,30.5,26.1
Arunachal Pradesh - Hills District 4469,23950,830.2,44.0,31.2,Rice,32.1,110.14,3460.5,65.03,1249.6,70.6,95.7,33.2,25.5
Goa - Plateau District 4470,38043,1024.5,56.0,27.7,Maize,54.7,377.62,6333.5,109.38,1134.1,62.3,116.9,49.1,23.5
Sikkim - North District 4471,92713,1145.0,57.3,28.3,Rice,107.5,685.61,15343.4,226.72,3809.9,53.3,114.9,45.3,0.0
Uttar Pradesh - Hills District 4472,75272,1088.9,65.1,23.6,Rice,65.3,317.67,8365.5,143.92,2577.5,74.2,109.7,43.9,0.0
Punjab - East District 4473,12213,1499.6,57.3,33.5,Wheat,30.0,134.17,2838.1,54.32,1401.8,32.8,111.7,74.7,42.2
Kerala - East District 4474,22024,1788.0,19.3,29.8,Rice,43.9,298.48,7091.3,80.76,1535.6,20.1,108.9,41.4,35.1
Tamil Nadu - Urban District 4475,16962,1254.2,41.5,26.4,Wheat,30.0,194.32,3554.7,59.8,1531.7,52.4,103.8,56.9,41.6
Uttar Pradesh - Coastal District 4476,52119,1416.1,48.0,28.1,Pulses,82.8,232.75,4416.9,62.85,2458.6,32.1,109.1,56.4,9.1
Delhi - Delta District 4477,25180,969.2,41.9,31.9,Rice,40.8,150.29,6034.8,88.31,1679.3,64.8,100.5,45.7,38.1
Tripura - East District 4478,9441,1021.4,56.3,25.8,Rice,30.0,143.88,4042.9,48.29,1306.7,76.7,91.7,32.3,29.6
Bihar - Plateau District 4479,10112,1023.0,38.0,24.1,Wheat,30.0,104.19,3494.7,40.98,1644.4,56.3,99.6,48.4,10.2
Rajasthan - Plateau District 4480,8563,1307.0,51.0,25.0,Rice,30.0,183.39,3816.7,61.87,1213.5,59.1,112.6,36.7,44.6
Assam - Central District 4481,14255,1350.3,73.0,24.3,Rice,33.8,274.77,4310.3,82.64,1358.7,46.4,104.2,64.4,33.9
Assam - Plateau District 4482,27506,965.7,85.4,34.5,Rice,45.5,185.57,4662.2,75.04,1837.2,63.8,104.3,60.2,26.3
Tripura - Valley District 4483,64736,506.6,70.6,24.9,Wheat,80.0,199.84,8304.3,112.72,4150.8,85.0,101.9,56.4,0.0
Punjab - East District 4484,41932,1206.8,57.7,30.3,Pulses,39.9,91.58,1932.5,25.89,1130.9,56.7,101.3,53.5,33.1
Nagaland - West District 4485,46380,940.4,50.5,25.6,Wheat,108.2,363.68,11349.9,142.95,5365.8,59.7,109.8,42.9,18.2
Manipur - Hills District 4486,39798,812.1,48.5,23.0,Maize,59.4,357.86,7035.4,138.93,1305.5,79.6,101.2,42.2,7.6
Delhi - South District 4487,35554,438.6,67.4,29.3,Wheat,71.9,151.04,6529.3,73.28,3426.2,94.4,110.3,60.8,8.1
Chhattisgarh - East District 4488,12683,439.5,72.3,23.4,Maize,30.0,111.66,2899.1,58.74,556.0,83.7,86.6,40.1,39.2
Karnataka - West District 4489,61211,794.2,50.2,31.6,Maize,93.8,422.78,11458.9,261.34,1690.2,73.2,99.5,59.4,16.9
Tamil Nadu - Plains District 4490,55030,1065.1,61.5,28.2,Wheat,80.6,476.7,6536.4,155.55,3755.4,63.9,109.8,36.0,0.0
Haryana - Coastal District 4491,80422,1464.0,49.9,22.6,Wheat,116.3,720.12,13471.0,190.01,5702.8,33.0,115.0,66.5,0.0
Bihar - Valley District 4492,43364,1240.6,62.1,26.6,Rice,91.7,564.18,11535.7,152.64,3664.8,64.1,101.0,58.1,26.6
Himachal Pradesh - East District 4493,33351,989.8,62.8,20.7,Wheat,72.1,340.38,7948.2,92.37,4053.6,47.4,102.4,50.3,25.5
Andhra Pradesh - East District 4494,11082,953.5,51.2,30.5,Maize,30.0,199.37,3786.8,88.56,604.5,64.3,115.9,37.7,31.1
Punjab - Urban District 4495,31124,1102.9,33.0,23.3,Rice,55.1,290.68,8337.4,116.84,2224.8,61.0,110.7,54.6,9.5
Haryana - Central District 4496,8404,1676.0,51.0,28.7,Wheat,30.0,191.4,2805.9,53.51,1392.0,41.2,82.6,64.6,52.0
Assam - Urban District 4497,15776,718.6,50.7,20.7,Wheat,30.2,82.86,2941.7,34.04,1380.5,81.3,109.4,71.9,32.2
Delhi - Plateau District 4498,30545,1202.4,69.3,25.0,Rice,47.9,303.83,6570.8,89.89,1827.0,48.1,98.1,38.3,26.3
Arunachal Pradesh - Plateau District 4499,14579,1571.6,51.3,30.8,Rice,30.0,227.52,4441.8,69.03,1035.9,39.4,101.9,48.1,16.4
Uttarakhand - East District 4500,4317,1114.0,54.5,26.0,Maize,30.0,203.09,3330.4,77.21,570.4,57.2,110.7,51.9,42.2
Kerala - Delta District 4501,13105,1583.1,63.0,25.2,Wheat,30.0,262.43,2994.3,68.63,1600.5,51.2,106.0,37.2,31.9
West Bengal - North District 4502,21318,1417.4,78.2,27.6,Wheat,30.0,178.99,2438.2,51.89,1556.2,54.3,115.8,61.1,23.0
Tamil Nadu - Coastal District 4503,153045,1470.6,94.2,22.6,Wheat,287.8,2042.46,26255.3,503.12,13795.0,64.7,109.6,100.0,0.0
Puducherry - Coastal District 4504,25195,712.8,76.4,22.3,Rice,34.8,179.06,4176.8,61.81,1197.7,73.3,89.3,46.1,30.5
Kerala - Plateau District 4505,3987,842.4,58.4,20.8,Maize,30.0,182.27,4289.3,72.17,548.7,67.4,107.8,42.9,40.7
Telangana - East District 4506,58101,1185.5,71.4,23.7,Wheat,118.6,515.96,12171.0,168.02,5591.1,59.0,87.3,76.6,13.3
Tripura - South District 4507,17937,1361.1,32.9,29.9,Maize,30.0,184.8,3771.2,99.22,611.6,41.8,105.2,45.5,36.1
Jammu & Kashmir - Rural District 4508,33230,1879.9,41.0,30.9,Maize,52.4,488.75,6188.8,204.32,1059.7,20.1,115.9,45.4,8.1
Chhattisgarh - Valley District 4509,43279,944.0,58.2,26.4,Rice,79.1,400.22,8468.2,183.13,3285.3,62.5,110.1,67.9,7.5
Goa - Valley District 4510,9619,1136.9,79.2,28.7,Maize,30.0,193.18,3053.4,98.76,606.0,47.5,111.9,61.5,51.1
Punjab - Valley District 4511,50833,1105.5,81.0,24.1,Maize,89.8,716.75,8552.1,271.68,1935.0,48.0,112.7,33.9,7.7
Bihar - Rural District 4512,6856,620.1,68.1,30.2,Wheat,30.0,155.68,2737.8,41.5,1487.5,76.0,116.3,45.9,44.1
Delhi - Delta District 4513,38561,910.2,77.8,34.0,Rice,31.5,175.3,3816.6,78.43,1292.6,59.6,97.6,40.8,10.5
Maharashtra - Hills District 4514,31628,899.0,64.4,25.5,Rice,61.1,317.78,7328.5,129.32,2448.8,45.1,96.3,67.2,19.5
Odisha - South District 4515,16664,1352.8,38.8,27.0,Maize,30.0,238.83,3922.6,97.57,551.1,69.3,107.7,75.3,31.6
Bihar - Coastal District 4516,33241,1367.0,60.1,24.8,Wheat,50.5,295.93,5838.8,86.63,2934.1,63.9,102.6,49.4,16.1
Goa - North District 4517,26816,750.0,75.6,26.4,Wheat,53.1,306.07,4877.5,106.41,2631.9,62.1,119.1,64.5,6.8
Sikkim - East District 4518,161629,1103.4,73.9,24.2,Wheat,258.8,1488.97,25861.4,356.82,13256.9,68.8,102.0,92.3,0.0
Uttarakhand - East District 4519,26109,814.9,68.4,22.6,Wheat,37.2,108.65,3818.9,50.51,1872.5,81.7,100.1,33.2,38.6
Haryana - North District 4520,15090,1768.1,59.1,31.8,Rice,30.0,213.14,3557.3,61.83,1200.7,37.0,110.4,45.1,30.4
Odisha - Plains District 4521,28199,1039.2,54.0,28.2,Wheat,45.5,235.04,4261.5,85.27,2479.4,54.7,105.2,42.7,29.5
Puducherry - Plains District 4522,21726,474.9,46.2,27.0,Rice,30.0,114.99,4595.9,59.87,1206.6,76.3,112.9,32.3,29.8
Gujarat - Coastal District 4523,66309,232.5,20.4,24.8,Wheat,48.7,12.39,6028.3,55.86,2543.4,85.5,98.9,54.4,29.1
Arunachal Pradesh - Valley District 4524,15199,849.3,47.0,22.8,Rice,30.0,139.54,4292.4,63.78,1243.3,67.3,104.1,44.0,39.1
Madhya Pradesh - East District 4525,51616,1009.7,43.3,25.7,Wheat,75.1,300.25,6882.2,102.96,3817.1,62.3,102.0,48.5,1.8
Meghalaya - Valley District 4526,59810,1171.1,83.7,23.7,Wheat,58.9,258.86,4832.4,80.26,3159.0,77.7,101.1,43.3,0.5
Jammu & Kashmir - South District 4527,19791,1399.2,48.9,23.0,Maize,30.0,215.56,4448.4,82.5,611.8,53.1,87.4,39.5,27.8
Meghalaya - Plains District 4528,48240,839.1,58.8,31.3,Maize,65.9,285.27,8276.7,155.65,1371.7,80.3,108.0,53.4,0.0
Tamil Nadu - North District 4529,84311,1524.1,37.4,22.3,Maize,136.3,1127.22,18230.1,467.84,2716.5,59.1,106.2,84.0,0.0
Meghalaya - Hills District 4530,45779,1599.7,50.5,25.9,Maize,58.9,514.27,7679.2,222.94,1339.5,30.1,115.3,73.6,3.3
Jharkhand - Delta District 4531,55218,1139.5,41.9,26.5,Maize,111.4,712.1,16484.7,321.37,2106.8,58.1,93.4,45.4,7.5
Gujarat - Rural District 4532,42372,1011.3,46.8,23.8,Wheat,60.2,299.66,6121.3,109.97,3016.7,60.3,122.5,46.2,0.0
Punjab - Coastal District 4533,63253,745.0,74.5,26.1,Wheat,72.4,316.73,5916.3,119.73,3621.0,59.1,108.3,46.6,0.0
Uttar Pradesh - Urban District 4534,54752,934.8,43.8,29.1,Wheat,30.0,135.74,3365.5,42.62,1589.5,62.1,111.0,59.7,1.1
Jammu & Kashmir - West District 4535,27981,940.3,55.5,25.0,Rice,54.5,289.97,6405.3,105.57,2082.2,72.7,104.6,51.2,21.3
Gujarat - Coastal District 4536,11558,693.6,70.1,25.4,Rice,30.0,106.59,3624.8,50.34,1259.2,74.9,108.5,63.6,36.2
Uttarakhand - Valley District 4537,83863,1334.3,68.6,18.8,Maize,149.7,1073.14,16329.8,586.36,3135.2,35.5,103.7,50.2,0.0
Kerala - Delta District 4538,62584,839.6,53.7,22.8,Maize,131.2,501.33,14738.7,276.34,2533.1,76.2,100.6,51.3,12.7
Ladakh - Plains District 4539,21107,1023.2,49.4,25.1,Rice,39.8,272.7,6200.2,106.3,1438.2,57.4,92.3,50.8,28.2
Manipur - Plains District 4540,28438,349.4,16.8,23.5,Wheat,62.6,86.15,8686.5,70.25,3014.4,94.7,114.6,50.4,23.9
Odisha - Central District 4541,68119,1171.7,42.4,31.6,Maize,133.9,807.12,16098.8,404.13,2820.8,71.1,98.1,51.5,7.3
Delhi - Valley District 4542,24513,777.8,36.1,25.8,Rice,30.0,175.92,4467.8,59.76,1209.9,66.8,110.7,63.4,10.9
Gujarat - Coastal District 4543,37254,1257.7,67.0,23.8,Rice,61.8,489.27,8217.2,196.07,2605.4,57.3,104.9,46.1,35.1
Sikkim - Urban District 4544,20121,823.6,66.4,25.7,Wheat,43.2,200.69,4201.6,56.99,1982.0,66.6,104.9,54.1,44.6
Karnataka - Central District 4545,25289,974.9,51.0,32.8,Pulses,39.5,64.33,1802.6,22.01,1182.8,67.8,110.4,42.0,15.4
Assam - South District 4546,13470,1774.9,34.0,30.3,Wheat,30.0,195.7,3178.1,51.75,1388.3,43.9,97.8,32.8,25.1
Ladakh - West District 4547,52880,987.7,44.1,27.7,Rice,108.8,384.35,18048.4,164.06,3988.3,63.8,104.3,54.6,0.0
Manipur - Urban District 4548,32605,847.3,37.0,33.9,Wheat,68.6,144.69,8427.1,76.67,3563.4,56.3,108.8,29.7,22.3
Sikkim - Valley District 4549,76830,1056.2,53.2,27.6,Rice,68.7,377.33,10481.3,173.29,2605.0,76.4,121.9,52.0,0.0
Maharashtra - Plains District 4550,58273,1235.8,68.5,27.9,Rice,83.4,417.72,11553.1,173.72,3244.5,59.5,114.6,53.3,0.0
Tamil Nadu - Rural District 4551,28737,933.4,69.7,26.6,Wheat,39.2,217.6,3704.2,72.53,2027.0,53.3,110.5,45.9,17.9
Uttar Pradesh - Central District 4552,110328,1058.8,52.6,24.2,Rice,226.5,1169.85,27540.0,592.98,9555.4,54.3,116.8,57.3,0.0
Uttar Pradesh - Urban District 4553,34203,1216.2,39.5,24.1,Maize,44.9,253.67,4445.9,115.53,933.7,74.7,107.2,83.4,19.5
Arunachal Pradesh - South District 4554,17753,1219.6,54.6,21.0,Rice,33.0,187.84,4946.6,74.66,1323.8,46.9,97.2,48.6,28.0
Rajasthan - Plains District 4555,33520,1596.1,70.1,27.4,Rice,40.3,360.52,4182.7,100.15,1390.3,36.6,93.5,45.0,21.2
Gujarat - Plains District 4556,18299,859.3,52.0,30.0,Wheat,30.0,118.13,3223.8,46.97,1402.8,59.5,111.9,59.0,40.7
Nagaland - West District 4557,16303,1403.1,77.7,24.9,Pulses,30.0,73.94,1096.8,21.67,880.7,42.7,120.0,59.9,26.6
Rajasthan - Hills District 4558,39429,1541.8,56.4,18.7,Wheat,73.2,505.59,7783.4,153.06,3794.4,47.6,116.0,32.4,8.8
Nagaland - Hills District 4559,63433,1331.3,58.6,16.6,Maize,89.4,740.18,10811.2,250.57,1802.9,42.2,111.5,52.0,4.7
Delhi - Rural District 4560,19023,1346.6,40.3,25.2,Pulses,35.5,69.26,1688.2,20.74,1003.8,53.1,119.9,49.0,24.4
